english	translation	category	sub_category	source
Rock pick		name	item	Rock pick
Trowel		name	item	Trowel
Panning tray		name	item	Panning tray
Nuggets		name	item	Nuggets
Ancient talisman		name	item	Ancient talisman
Unstamped letter		name	item	Unstamped letter
Sealed letter		name	item	Sealed letter
Belt buckle		name	item	Belt buckle
Old boot		name	item	Old boot
Rusty sword		name	item	Rusty sword
Broken arrow		name	item	Broken arrow
Buttons		name	item	Buttons
Broken staff		name	item	Broken staff
Broken glass		name	item	Broken glass
Level 1 certificate		name	item	Level 1 certificate
Level 2 certificate		name	item	Level 2 certificate
Level 3 certificate		name	item	Level 3 certificate
Ceramic remains		name	item	Ceramic remains
Old tooth		name	item	Old tooth
Invitation letter		name	item	Invitation letter
Damaged armour		name	item	Damaged armour
Broken armour		name	item	Broken armour
Stone tablet		name	item	Stone tablet
Chemical powder		name	item	Chemical powder
Ammonium nitrate		name	item	Ammonium nitrate
Unidentified liquid		name	item	Unidentified liquid
Nitroglycerin		name	item	Nitroglycerin
Ground charcoal		name	item	Ground charcoal
Mixed chemicals		name	item	Mixed chemicals
Chemical compound		name	item	Chemical compound
Arcenia root		name	item	Arcenia root
Vase		name	item	Vase
Book on chemicals		name	item	Book on chemicals
Clue scroll		name	item	Clue scroll
Radimus notes		name	item	Radimus notes
Bullroarer		name	item	Bullroarer
Scrawled note		name	item	Scrawled note
A scribbled note		name	item	A scribbled note
Scrumpled note		name	item	Scrumpled note
Sketch		name	item	Sketch
Gold bowl		name	item	Gold bowl
Blessed gold bowl		name	item	Blessed gold bowl
Golden bowl		name	item	Golden bowl
Hollow reed		name	item	Hollow reed
Shaman's tome		name	item	Shaman's tome
Binding book		name	item	Binding book
Enchanted vial		name	item	Enchanted vial
Smashed glass		name	item	Smashed glass
Yommi tree seeds		name	item	Yommi tree seeds
Snakeweed mixture		name	item	Snakeweed mixture
Ardrigal mixture		name	item	Ardrigal mixture
Bravery potion		name	item	Bravery potion
Chunk of crystal		name	item	Chunk of crystal
Hunk of crystal		name	item	Hunk of crystal
Lump of crystal		name	item	Lump of crystal
Heart crystal		name	item	Heart crystal
Holy force		name	item	Holy force
Yommi totem		name	item	Yommi totem
Gilded totem		name	item	Gilded totem
Gnomeball		name	item	Gnomeball
Cadava berries		name	item	Cadava berries
Message		name	item	Message
Cadava potion		name	item	Cadava potion
Book		name	item	Book
Phoenix hq key		name	item	Phoenix hq key
Weapon store key		name	item	Weapon store key
Intel report		name	item	Intel report
Broken shield		name	item	Broken shield
Certificate		name	item	Certificate
Dramen branch		name	item	Dramen branch
'perfect' ring		name	item	'perfect' ring
'perfect' necklace		name	item	'perfect' necklace
Crest part		name	item	Crest part
Family crest		name	item	Family crest
Bark sample		name	item	Bark sample
Translation book		name	item	Translation book
Glough's journal		name	item	Glough's journal
Hazelmere's scroll		name	item	Hazelmere's scroll
Lumber order		name	item	Lumber order
Glough's key		name	item	Glough's key
Twigs		name	item	Twigs
Daconia rock		name	item	Daconia rock
Invasion plans		name	item	Invasion plans
War ship		name	item	War ship
Poisoned dart(p)		name	item	Poisoned dart(p)
Bronze dart tip		name	item	Bronze dart tip
Iron dart tip		name	item	Iron dart tip
Steel dart tip		name	item	Steel dart tip
Mithril dart tip		name	item	Mithril dart tip
Adamant dart tip		name	item	Adamant dart tip
Rune dart tip		name	item	Rune dart tip
Worm		name	item	Worm
Throwing rope		name	item	Throwing rope
Knife		name	item	Knife
Bear fur		name	item	Bear fur
Silk		name	item	Silk
Spade		name	item	Spade
Rope		name	item	Rope
Flyer		name	item	Flyer
Grey wolf fur		name	item	Grey wolf fur
Christmas cracker		name	item	Christmas cracker
Skull		name	item	Skull
Tile		name	item	Tile
Rock		name	item	Rock
Papyrus		name	item	Papyrus
Charcoal		name	item	Charcoal
Cooking pot		name	item	Cooking pot
Disk of returning		name	item	Disk of returning
Brass key		name	item	Brass key
Tooth half of key		name	item	Tooth half of key
Loop half of key		name	item	Loop half of key
Crystal key		name	item	Crystal key
Muddy key		name	item	Muddy key
Sinister key		name	item	Sinister key
White apron		name	item	White apron
Brass necklace		name	item	Brass necklace
Blue skirt		name	item	Blue skirt
Pink skirt		name	item	Pink skirt
Black skirt		name	item	Black skirt
Right eye patch		name	item	Right eye patch
Bunny ears		name	item	Bunny ears
Red partyhat		name	item	Red partyhat
Yellow partyhat		name	item	Yellow partyhat
Blue partyhat		name	item	Blue partyhat
Green partyhat		name	item	Green partyhat
Purple partyhat		name	item	Purple partyhat
White partyhat		name	item	White partyhat
Santa hat		name	item	Santa hat
Green halloween mask		name	item	Green halloween mask
Blue halloween mask		name	item	Blue halloween mask
Red halloween mask		name	item	Red halloween mask
Iban's staff		name	item	Iban's staff
Halberd		name	item	Halberd
Warhammer		name	item	Warhammer
Javelin		name	item	Javelin
Soul talisman		name	item	Soul talisman
Archery ticket		name	item	Archery ticket
Weapon poison		name	item	Weapon poison
Sea slug		name	item	Sea slug
Damp sticks		name	item	Damp sticks
Dry sticks		name	item	Dry sticks
Red bead		name	item	Red bead
Yellow bead		name	item	Yellow bead
Black bead		name	item	Black bead
White bead		name	item	White bead
Oily cloth		name	item	Oily cloth
Piece of railing		name	item	Piece of railing
Paladin's badge		name	item	Paladin's badge
Witch's cat		name	item	Witch's cat
Doll of iban		name	item	Doll of iban
Old journal		name	item	Old journal
History of iban		name	item	History of iban
Iban's dove		name	item	Iban's dove
Amulet of othanian		name	item	Amulet of othanian
Amulet of doomion		name	item	Amulet of doomion
Amulet of holthion		name	item	Amulet of holthion
Iban's shadow		name	item	Iban's shadow
Dwarf brew		name	item	Dwarf brew
Iban's ashes		name	item	Iban's ashes
Warrant		name	item	Warrant
Hangover cure		name	item	Hangover cure
Ardougne teleport scroll		name	item	Ardougne teleport scroll
Gas mask		name	item	Gas mask
A small key		name	item	A small key
A scruffy note		name	item	A scruffy note
Picture		name	item	Picture
Logs		name	item	Logs
Magic logs		name	item	Magic logs
Yew logs		name	item	Yew logs
Maple logs		name	item	Maple logs
Willow logs		name	item	Willow logs
Oak logs		name	item	Oak logs
Lockpick		name	item	Lockpick
Grimy snake weed		name	item	Grimy snake weed
Snake weed		name	item	Snake weed
Grimy ardrigal		name	item	Grimy ardrigal
Ardrigal		name	item	Ardrigal
Grimy sito foil		name	item	Grimy sito foil
Sito foil		name	item	Sito foil
Grimy volencia moss		name	item	Grimy volencia moss
Volencia moss		name	item	Volencia moss
Grimy rogue's purse		name	item	Grimy rogue's purse
Rogue's purse		name	item	Rogue's purse
Map part		name	item	Map part
Crandor map		name	item	Crandor map
Steel nails		name	item	Steel nails
Maze key		name	item	Maze key
Stake		name	item	Stake
Garlic		name	item	Garlic
Seasoned sardine		name	item	Seasoned sardine
Fluffs' kitten		name	item	Fluffs' kitten
Pet kitten		name	item	Pet kitten
Pet cat		name	item	Pet cat
Doogle leaves		name	item	Doogle leaves
Cat training medal		name	item	Cat training medal
Pete's candlestick		name	item	Pete's candlestick
Thieves' armband		name	item	Thieves' armband
Blamish snail slime		name	item	Blamish snail slime
Blamish oil		name	item	Blamish oil
Fire feather		name	item	Fire feather
Id papers		name	item	Id papers
Oily fishing rod		name	item	Oily fishing rod
Miscellaneous key		name	item	Miscellaneous key
Grip's keyring		name	item	Grip's keyring
Dusty key		name	item	Dusty key
Jail key		name	item	Jail key
Ring mould		name	item	Ring mould
Unholy mould		name	item	Unholy mould
Amulet mould		name	item	Amulet mould
Necklace mould		name	item	Necklace mould
Holy mould		name	item	Holy mould
Diamond		name	item	Diamond
Ruby		name	item	Ruby
Emerald		name	item	Emerald
Sapphire		name	item	Sapphire
Opal		name	item	Opal
Jade		name	item	Jade
Red topaz		name	item	Red topaz
Dragonstone		name	item	Dragonstone
Uncut diamond		name	item	Uncut diamond
Uncut ruby		name	item	Uncut ruby
Uncut emerald		name	item	Uncut emerald
Uncut sapphire		name	item	Uncut sapphire
Uncut opal		name	item	Uncut opal
Uncut jade		name	item	Uncut jade
Uncut red topaz		name	item	Uncut red topaz
Uncut dragonstone		name	item	Uncut dragonstone
Crushed gem		name	item	Crushed gem
Gold ring		name	item	Gold ring
Sapphire ring		name	item	Sapphire ring
Emerald ring		name	item	Emerald ring
Ruby ring		name	item	Ruby ring
Diamond ring		name	item	Diamond ring
Dragonstone ring		name	item	Dragonstone ring
Gold necklace		name	item	Gold necklace
Sapphire necklace		name	item	Sapphire necklace
Emerald necklace		name	item	Emerald necklace
Ruby necklace		name	item	Ruby necklace
Diamond necklace		name	item	Diamond necklace
Dragon necklace		name	item	Dragon necklace
Gold amulet (u)		name	item	Gold amulet (u)
Sapphire amulet (u)		name	item	Sapphire amulet (u)
Emerald amulet (u)		name	item	Emerald amulet (u)
Ruby amulet (u)		name	item	Ruby amulet (u)
Diamond amulet (u)		name	item	Diamond amulet (u)
Dragonstone amulet (u)		name	item	Dragonstone amulet (u)
Gold amulet		name	item	Gold amulet
Sapphire amulet		name	item	Sapphire amulet
Emerald amulet		name	item	Emerald amulet
Ruby amulet		name	item	Ruby amulet
Diamond amulet		name	item	Diamond amulet
Dragonstone amulet		name	item	Dragonstone amulet
Unblessed symbol		name	item	Unblessed symbol
Unpowered symbol		name	item	Unpowered symbol
Needle		name	item	Needle
Thread		name	item	Thread
Shears		name	item	Shears
Wool		name	item	Wool
Cowhide		name	item	Cowhide
Hard leather		name	item	Hard leather
Green dragon leather		name	item	Green dragon leather
Black dragonhide		name	item	Black dragonhide
Red dragonhide		name	item	Red dragonhide
Blue dragonhide		name	item	Blue dragonhide
Green dragonhide		name	item	Green dragonhide
Chisel		name	item	Chisel
Brown apron		name	item	Brown apron
Ball of wool		name	item	Ball of wool
Soft clay		name	item	Soft clay
Red dye		name	item	Red dye
Yellow dye		name	item	Yellow dye
Blue dye		name	item	Blue dye
Orange dye		name	item	Orange dye
Green dye		name	item	Green dye
Purple dye		name	item	Purple dye
Molten glass		name	item	Molten glass
Bow string		name	item	Bow string
Flax		name	item	Flax
Soda ash		name	item	Soda ash
Bucket of sand		name	item	Bucket of sand
Glassblowing pipe		name	item	Glassblowing pipe
Unfired pot		name	item	Unfired pot
Unfired pie dish		name	item	Unfired pie dish
Unfired bowl		name	item	Unfired bowl
Woad leaf		name	item	Woad leaf
Bronze wire		name	item	Bronze wire
Silver necklace		name	item	Silver necklace
Silver cup		name	item	Silver cup
Silver bottle		name	item	Silver bottle
Silver book		name	item	Silver book
Silver needle		name	item	Silver needle
Silver pot		name	item	Silver pot
Criminal's thread		name	item	Criminal's thread
Flypaper		name	item	Flypaper
Pungent pot		name	item	Pungent pot
Criminal's dagger		name	item	Criminal's dagger
Killer's print		name	item	Killer's print
Anna's print		name	item	Anna's print
Bob's print		name	item	Bob's print
Carol's print		name	item	Carol's print
David's print		name	item	David's print
Elizabeth's print		name	item	Elizabeth's print
Frank's print		name	item	Frank's print
Unknown print		name	item	Unknown print
Waterskin(4)		name	item	Waterskin(4)
Waterskin(3)		name	item	Waterskin(3)
Waterskin(2)		name	item	Waterskin(2)
Waterskin(1)		name	item	Waterskin(1)
Waterskin(0)		name	item	Waterskin(0)
Desert shirt		name	item	Desert shirt
Desert robe		name	item	Desert robe
Desert boots		name	item	Desert boots
Metal key		name	item	Metal key
Cell door key		name	item	Cell door key
Barrel		name	item	Barrel
Wrought iron key		name	item	Wrought iron key
Slave shirt		name	item	Slave shirt
Slave robe		name	item	Slave robe
Slave boots		name	item	Slave boots
Scrumpled paper		name	item	Scrumpled paper
Shantay disclaimer		name	item	Shantay disclaimer
Prototype dart		name	item	Prototype dart
Technical plans		name	item	Technical plans
Tenti pineapple		name	item	Tenti pineapple
Bedabin key		name	item	Bedabin key
Prototype dart tip		name	item	Prototype dart tip
Shantay pass		name	item	Shantay pass
Guide book		name	item	Guide book
Totem		name	item	Totem
Address label		name	item	Address label
Raw ugthanki meat		name	item	Raw ugthanki meat
Ugthanki meat		name	item	Ugthanki meat
Pitta dough		name	item	Pitta dough
Pitta bread		name	item	Pitta bread
Burnt pitta bread		name	item	Burnt pitta bread
Chopped tomato		name	item	Chopped tomato
Chopped onion		name	item	Chopped onion
Chopped ugthanki		name	item	Chopped ugthanki
Onion & tomato		name	item	Onion & tomato
Ugthanki & onion		name	item	Ugthanki & onion
Ugthanki & tomato		name	item	Ugthanki & tomato
Kebab mix		name	item	Kebab mix
Ugthanki kebab		name	item	Ugthanki kebab
Cake tin		name	item	Cake tin
Uncooked cake		name	item	Uncooked cake
Cake		name	item	Cake
2/3 cake		name	item	2/3 cake
Slice of cake		name	item	Slice of cake
Chocolate cake		name	item	Chocolate cake
2/3 chocolate cake		name	item	2/3 chocolate cake
Chocolate slice		name	item	Chocolate slice
Burnt cake		name	item	Burnt cake
Beer glass		name	item	Beer glass
Bowl of water		name	item	Bowl of water
Bowl		name	item	Bowl
Bucket		name	item	Bucket
Bucket of milk		name	item	Bucket of milk
Bucket of water		name	item	Bucket of water
Pot		name	item	Pot
Pot of flour		name	item	Pot of flour
Jug		name	item	Jug
Jug of water		name	item	Jug of water
Swamp tar		name	item	Swamp tar
Raw swamp paste		name	item	Raw swamp paste
Swamp paste		name	item	Swamp paste
Potato		name	item	Potato
Egg		name	item	Egg
Flour		name	item	Flour
Grain		name	item	Grain
Chef's hat		name	item	Chef's hat
Redberries		name	item	Redberries
Pastry dough		name	item	Pastry dough
Cooking apple		name	item	Cooking apple
Onion		name	item	Onion
Pumpkin		name	item	Pumpkin
Easter egg		name	item	Easter egg
Cabbage		name	item	Cabbage
Spinach roll		name	item	Spinach roll
Kebab		name	item	Kebab
Chocolate dust		name	item	Chocolate dust
Empty cup		name	item	Empty cup
Tomato		name	item	Tomato
Rotten apple		name	item	Rotten apple
Cheese		name	item	Cheese
Grapes		name	item	Grapes
Jug of bad wine		name	item	Jug of bad wine
Unfermented wine		name	item	Unfermented wine
Incomplete stew		name	item	Incomplete stew
Uncooked stew		name	item	Uncooked stew
Stew		name	item	Stew
Burnt stew		name	item	Burnt stew
Spice		name	item	Spice
Uncooked curry		name	item	Uncooked curry
Curry		name	item	Curry
Burnt curry		name	item	Burnt curry
Cocktail guide		name	item	Cocktail guide
Cocktail shaker		name	item	Cocktail shaker
Cocktail glass		name	item	Cocktail glass
Unfinished cocktail		name	item	Unfinished cocktail
Odd cocktail		name	item	Odd cocktail
Lemon		name	item	Lemon
Lemon chunks		name	item	Lemon chunks
Lemon slices		name	item	Lemon slices
Orange		name	item	Orange
Orange chunks		name	item	Orange chunks
Orange slices		name	item	Orange slices
Pineapple		name	item	Pineapple
Pineapple chunks		name	item	Pineapple chunks
Pineapple ring		name	item	Pineapple ring
Lime		name	item	Lime
Lime chunks		name	item	Lime chunks
Lime slices		name	item	Lime slices
Dwellberries		name	item	Dwellberries
Equa leaves		name	item	Equa leaves
Pot of cream		name	item	Pot of cream
Raw beef		name	item	Raw beef
Raw rat meat		name	item	Raw rat meat
Raw bear meat		name	item	Raw bear meat
Raw chicken		name	item	Raw chicken
Cooked chicken		name	item	Cooked chicken
Cooked meat		name	item	Cooked meat
Burnt chicken		name	item	Burnt chicken
Burnt meat		name	item	Burnt meat
Raw lava eel		name	item	Raw lava eel
Lava eel		name	item	Lava eel
Swamp toad		name	item	Swamp toad
Toad's legs		name	item	Toad's legs
Equa toad's legs		name	item	Equa toad's legs
Spicy toad's legs		name	item	Spicy toad's legs
Seasoned legs		name	item	Seasoned legs
Spicy worm		name	item	Spicy worm
King worm		name	item	King worm
Batta tin		name	item	Batta tin
Crunchy tray		name	item	Crunchy tray
Gnomebowl mould		name	item	Gnomebowl mould
Gianne's cook book		name	item	Gianne's cook book
Gnome spice		name	item	Gnome spice
Gianne dough		name	item	Gianne dough
Odd gnomebowl		name	item	Odd gnomebowl
Burnt gnomebowl		name	item	Burnt gnomebowl
Half baked bowl		name	item	Half baked bowl
Raw gnomebowl		name	item	Raw gnomebowl
Unfinished bowl		name	item	Unfinished bowl
Chocolate bomb		name	item	Chocolate bomb
Tangled toad's legs		name	item	Tangled toad's legs
Worm hole		name	item	Worm hole
Veg ball		name	item	Veg ball
Odd crunchies		name	item	Odd crunchies
Burnt crunchies		name	item	Burnt crunchies
Half baked crunchy		name	item	Half baked crunchy
Raw crunchies		name	item	Raw crunchies
Worm crunchies		name	item	Worm crunchies
Unfinished crunchy		name	item	Unfinished crunchy
Chocchip crunchies		name	item	Chocchip crunchies
Spicy crunchies		name	item	Spicy crunchies
Toad crunchies		name	item	Toad crunchies
Premade w'm batta		name	item	Premade w'm batta
Premade t'd batta		name	item	Premade t'd batta
Premade c+t batta		name	item	Premade c+t batta
Premade fr't batta		name	item	Premade fr't batta
Premade veg batta		name	item	Premade veg batta
Premade choc bomb		name	item	Premade choc bomb
Premade ttl		name	item	Premade ttl
Premade worm hole		name	item	Premade worm hole
Premade veg ball		name	item	Premade veg ball
Premade w'm crun'		name	item	Premade w'm crun'
Premade ch' crunch		name	item	Premade ch' crunch
Premade s'y crunch		name	item	Premade s'y crunch
Premade t'd crunch		name	item	Premade t'd crunch
Odd batta		name	item	Odd batta
Burnt batta		name	item	Burnt batta
Half baked batta		name	item	Half baked batta
Raw batta		name	item	Raw batta
Unfinished batta		name	item	Unfinished batta
Worm batta		name	item	Worm batta
Toad batta		name	item	Toad batta
Cheese+tom batta		name	item	Cheese+tom batta
Fruit batta		name	item	Fruit batta
Vegetable batta		name	item	Vegetable batta
Pizza base		name	item	Pizza base
Incomplete pizza		name	item	Incomplete pizza
Uncooked pizza		name	item	Uncooked pizza
Plain pizza		name	item	Plain pizza
1/2 plain pizza		name	item	1/2 plain pizza
Meat pizza		name	item	Meat pizza
1/2 meat pizza		name	item	1/2 meat pizza
1/2 anchovy pizza		name	item	1/2 anchovy pizza
1/2 pineapple pizza		name	item	1/2 pineapple pizza
Burnt pizza		name	item	Burnt pizza
Bread dough		name	item	Bread dough
Bread		name	item	Bread
Burnt bread		name	item	Burnt bread
Pie dish		name	item	Pie dish
Pie shell		name	item	Pie shell
Uncooked apple pie		name	item	Uncooked apple pie
Uncooked meat pie		name	item	Uncooked meat pie
Uncooked berry pie		name	item	Uncooked berry pie
Apple pie		name	item	Apple pie
Redberry pie		name	item	Redberry pie
Meat pie		name	item	Meat pie
Burnt pie		name	item	Burnt pie
Half a meat pie		name	item	Half a meat pie
Half a redberry pie		name	item	Half a redberry pie
Half an apple pie		name	item	Half an apple pie
Raw oomlie		name	item	Raw oomlie
Palm leaf		name	item	Palm leaf
Wrapped oomlie		name	item	Wrapped oomlie
Cooked oomlie wrap		name	item	Cooked oomlie wrap
Burnt oomlie wrap		name	item	Burnt oomlie wrap
Hammer		name	item	Hammer
Shield left half		name	item	Shield left half
Shield right half		name	item	Shield right half
Steel studs		name	item	Steel studs
Ogre relic		name	item	Ogre relic
Relic part 1		name	item	Relic part 1
Relic part 2		name	item	Relic part 2
Relic part 3		name	item	Relic part 3
Skavid map		name	item	Skavid map
Ogre tooth		name	item	Ogre tooth
Toban's key		name	item	Toban's key
Rock cake		name	item	Rock cake
Crystal		name	item	Crystal
Fingernails		name	item	Fingernails
Old robe		name	item	Old robe
Unusual armour		name	item	Unusual armour
Damaged dagger		name	item	Damaged dagger
Tattered eye patch		name	item	Tattered eye patch
Ground bat bones		name	item	Ground bat bones
Toban's gold		name	item	Toban's gold
Magic ogre potion		name	item	Magic ogre potion
Spell scroll		name	item	Spell scroll
Shaman robe		name	item	Shaman robe
Cave nightshade		name	item	Cave nightshade
Silverlight key		name	item	Silverlight key
Hazeel's mark		name	item	Hazeel's mark
Ball		name	item	Ball
Diary		name	item	Diary
Door key		name	item	Door key
Magnet		name	item	Magnet
