english	translation	category	sub_category	source
You have unlocked: Nemus Retreat underground tunnel and Ardougne log balance shortcut.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Kourend Catacombs contortion shortcut and Pipe squeeze in Karamja Dungeon.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Varrock Palace Garden trellis shortcut and Barbarian Outpost Agility Course.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Nemus Retreat stepping stones and Escape from the Water Obelisk island.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Gnome Stronghold shortcut.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Al Kharid Mining pit cliffside scramble.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Scale Yanille wall.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Tlati Rainforest log balance, Hosidius lake isle jump, High-level Agility Arena obstacles and Canifis Rooftop Course.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Auburnvale rock scramble and Trollheim easy cliffside scramble.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Trollheim medium cliffside scramble, Draynor narrow tunnel and Dwarven Mine narrow crevice.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Fremennik Slayer Dungeon spiked blades jump and Tlati Rainforest cliffside scramble.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Trollheim advanced cliffside scramble.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Leaping sturgeon, Proudspire lower scramble, Autumn Valley log balances, Hosidius river jump, Elf area log balance and Shayzien Advanced Course.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Tonali Cavern shortcuts, Deep Wilderness - narrow tunnel and Cosmic Temple - medium narrow walkway.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Ralos' Rise rock climb and Trollheim hard cliffside scramble.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Log balance to Fremennik Province and Ape Atoll Agility Course.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Arceuus essence mine boulder leap and Contortion in Yanille Dungeon small room.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Crystal armour, Crystal bows, Crystal halberd, Crystal weaponry, Summer Shore rock scramble, Stepping stone into Morytania near the Nature Grotto,, Colossal Wyrm Basic Course, Falador		lvl_up_msg	Transcript of Agility	Transcript of Agility
Rooftop Course and more.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Pipe from Edgeville dungeon to Varrock Sewers.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Hallowed Sepulchre (Floor 1), Great Conch eastern plateau rock scramble (south-west side), Anglers' Retreat stepping stone, Arceuus essence mine eastern scramble and Wilderness Course.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Karamja crossing south of volcano.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Western Aldarin cliff scramble and Motherlode Mine dark tunnel.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Cape Conch rock scramble and Stepping stone by Miscellania docks.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Brimhaven Dungeon eastern stepping stones and Rock climb in the Temple of the Eye.		lvl_up_msg	Transcript of Agility	Transcript of Agility
File:Agility area swing (interface item, 2) detail.pngYou have unlocked: Great Conch eastern plateau rock scramble (north-east side), Rellekka east fence shortcut and Monkey bars under Yanille.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Port Phasmatys ectopool shortcut.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Cave to the Stalker Den and Elven overpass easy cliffside scramble.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Asgarnian Ice Dungeon frozen throne tunnel, Stepping stone in the Tombs of Amascut, Pillars in the Wintertodt's Prison, Estuary crossing on Mos Le'Harmless, Wilderness from the God Wars		lvl_up_msg	Transcript of Agility	Transcript of Agility
Dungeon area climb, Access the God Wars Dungeon area via the Agility route, Seers' Village Rooftop Course and Werewolf Agility Course.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Laguna Aurorae stepping stones, Great Conch stepping stone, Fremenik Slayer Dungeon narrow crevice and Slayer Tower medium spiked chain climb.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Hallowed Sepulchre (Floor 2), Stepping stones in the Necropolis, Mount Karuulm upper cliffside climb and Colossal Wyrm Advanced Course.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Forthos Dungeon spiked blades jump, Darkmeyer wall climb and Taverley dungeon lesser demon fence shortcut.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Stalker Den stepping stone, Rope to the Fossil Island volcano and Trollheim Wilderness route.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Revenant Cave jump (easy) and Temple on the Salve to Morytania shortcut.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Taverley wall shortcut, Lumbridge Swamp to the Desert and Cosmic Temple advanced narrow walkway.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Heroes' Guild tunnel and Yanille Dungeon's rubble climb.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Ice Mountain western scramble and Elven overpass medium cliffside scramble.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Mausoleum bridge jump and Arceuus essence mine northern scramble..		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Bow of Faerdhinen, Ring of Endurance, Al Kharid Palace southern window, Fossil island hardwood shortcut, Taverley Dungeon shortcuts to blue dragons, Enter the Saradomin area of the God		lvl_up_msg	Transcript of Agility	Transcript of Agility
Wars Dungeon, Pollnivneach Rooftop Course, Caves south of Dorgesh-Kaan and more.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Proudspire upper scramble, Pollniveach stepping stone, Gu'Tanoth wall climb and Slayer Tower advanced spiked chain climb.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Hallowed Sepulchre (Floor 3), Barrows wall-jump Chaos temple Stepping Stone, Basic Asgarnian Ice Dungeon wyvern tunnel and Stronghold Slayer Cave narrow tunnel.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Chasm of Fire platforms, Arceuus essence mine western descent and Troll Stronghold wall-climb.		lvl_up_msg	Transcript of Agility	Transcript of Agility
File:Agility swing (interface item, 1) detail.pngYou have unlocked: Meiyerditch Laboratory tunnels, Fossil Island zipline and Lava Dragon Isle jump.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Mokkaiotl pit jump, Revenant Cave jump (medium) and Prifddinas Agility Course.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Darkfrost cliff scramble and Island crossing near Zul-Andra.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Wilderness Slayer Dungeon Crevices.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Iorwerth Dungeon northern shortcut.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Kharazi Jungle vine climb and Shilo Village rock climb.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Taverley Dungeon spiked blades jump and Rellekka Rooftop Course.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked:  Slayer Tower ivy climb and Waterbirth Dungeon crevice.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now enter Floor 4 of the Hallowed Sepulchre and use the Lava Maze stepping stone shortcut, and the Adept Asgarnian Ice Dungeon wyvern tunnel.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Grimstone uneven stone ledges climb and Chasm of Fire Chain.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Deepfin Point dungeon crevice, Crandor rock-climb and Iorwerth Dungeon southern shortcut.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Elven Overpass advanced cliffside scramble and the Waterbirth Island cliffside scale.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Kalphite Lair crevice and the Darkmeyer wall jump.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Brimhaven Dungeon vine to baby green dragons.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Karuulm Dungeon pipe.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Revenant Cave jump (hard).		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Ardougne Rooftop Course.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Viyeldi Caves cliff climb.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Hallowed Sepulchre (Floor 5).		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Meiyerditch Laboratories advanced shortcut.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You have unlocked: Viyeldi caves crevice.		lvl_up_msg	Transcript of Agility	Transcript of Agility
Congratulations! You are now a master of Agility. Why not visit the Cap'n Izzy No-beard at the Brimhaven Agility Arena? He has something special that is only available to true masters of the Agility skill!		lvl_up_msg	Transcript of Agility	Transcript of Agility
Your Attack level is used to determine how likely you are to hit your target in melee combat. A higher Attack level will give you a better chance to hit.		lvl_up_msg	Transcript of Attack	Transcript of Attack
Additionally, a higher Attack level will allow you to wield more powerful weapons. A weapon with a higher Attack bonus will give you more accuracy in combat.		lvl_up_msg	Transcript of Attack	Transcript of Attack
You can select your Attack style from the Combat Options side panel. Different enemies are weaker or stronger against different Attack styles, so choose carefully.		lvl_up_msg	Transcript of Attack	Transcript of Attack
You have unlocked: Steel weapons.		lvl_up_msg	Transcript of Attack	Transcript of Attack
You have unlocked: Black weapons. Members have unlocked: White weapons.		lvl_up_msg	Transcript of Attack	Transcript of Attack
You have unlocked: Mithril weapons.		lvl_up_msg	Transcript of Attack	Transcript of Attack
You have unlocked: Bryophyta's staff and Adamant weapons. Members have unlocked: Swamp lizard and Battlestaves.		lvl_up_msg	Transcript of Attack	Transcript of Attack
You can now wield Rune Weaponry and Barronite maces. Members can wield Brine Sabres and Ivandis Flails!		lvl_up_msg	Transcript of Attack	Transcript of Attack
Members can now wield Void Knight equipment!		lvl_up_msg	Transcript of Attack	Transcript of Attack
Members have unlocked: Orange salamander, Purging staff, Upgraded Ancient Sceptre, Ancient spectre, Ancient staff, Bone mace, Keris dagger, Blisterwood and more.		lvl_up_msg	Transcript of Attack	Transcript of Attack
Members have unlocked: Earthbound tecpatl, Glacial temotli and Sulphur blades.		lvl_up_msg	Transcript of Attack	Transcript of Attack
Members have unlocked: Red salamander, TokTz-Mej-Tal, Colossal Blade, Viggora's Chainmace, Obsidian melee weapons, Burning claws, Arkan blade, Dragon weapons and more.		lvl_up_msg	Transcript of Attack	Transcript of Attack
Members have unlocked: Keris partisan, Belle's Folly, Zombie axe, Sarachnis cudgel and 3rd Age weapons.		lvl_up_msg	Transcript of Attack	Transcript of Attack
Members can now wield the Saradomin Sword, the Abyssal Whip & Dagger, the Zamorak Spear, the Ursine Chainmace, Crystal Equipment and Barrows weaponry!		lvl_up_msg	Transcript of Attack	Transcript of Attack
Members can now wield Black Salamanders, the Saradomin Sword, the Abyssal Whip & Dagger, the Zamorak Spear, the Ursine Chainmace, Crystal Equipment and Barrows weaponry!		lvl_up_msg	Transcript of Attack	Transcript of Attack
Members can now wield the Saradomin Sword, the Abyssal Whip, Dagger & Bludgeon, the Zamorak Spear, the Ursine Chainmace, Crystal Equipment and Barrows weaponry!		lvl_up_msg	Transcript of Attack	Transcript of Attack
Members can now wield Black Salamanders, the Saradomin Sword, the Abyssal Whip, Dagger & Bludgeon, the Zamorak Spear, the Ursine Chainmace, Crystal Equipment and Barrows weaponry!		lvl_up_msg	Transcript of Attack	Transcript of Attack
Members have unlocked: Staff of the Dead, Voidwaker, Vesta's blighted longsword, Dinh's bulwark, Blessed Saradomin sword, Abyssal tentacle, Godswords, Arclight and more.		lvl_up_msg	Transcript of Attack	Transcript of Attack
Members have unlocked: Emberlight.		lvl_up_msg	Transcript of Attack	Transcript of Attack
Members have unlocked: Dragon hunter lance.		lvl_up_msg	Transcript of Attack	Transcript of Attack
Members have unlocked: Soulreaper axe, Tecu salamander, Ferocious Gloves, Variants of Keris partisan, Noxious Halberd, Blade of Saeldor, Inquisitor's mace, Ghrazi rapier and more.		lvl_up_msg	Transcript of Attack	Transcript of Attack
Members have unlocked: Osmumten's Fang.		lvl_up_msg	Transcript of Attack	Transcript of Attack
Congratulations! You are now a master of Attack. Why not visit Ajjat at the Warriors' Guild? He has something special that is only available to true masters of the Attack skill!		lvl_up_msg	Transcript of Attack	Transcript of Attack
You have unlocked: Torn curtains and Brown rug.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Clay fireplace.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Wooden bookcase.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build: Cat blanket, Tree, Decorative rock, Firepit and Kitchen.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Range, Mid-level plants and Wooden shelves 1		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Beer barrel and Pump and drain.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Oak hull & hull parts and Wooden chair.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Iron salvaging hook and Wooden larder.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Crab traps, Nice tree, Pond, Wooden dining bench, Wooden dining table and Dining room.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Oak cargo hold, Oak mast and linen sails and Firepit with hook.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: STASH units (beginner), High-level plants, Wooden shelves 2, Cider barrel and Wooden kitchen table.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Rug.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Iron helm and Rocking chair.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Maximum dimensions: 4x4, Oak tree, Imp statue, Tool store 1, Repair bench and Workshop.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Oak wall decoration, Crafting table 1 and Pluming stand.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Iron keel, Water pump, Wooden workbench and Firepit with pot.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Steel salvaging hook, Curtains and Asgarnian Ale barrel.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Oak repair kit, Cooking pot, Cat basket and Oak chair.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Trims, Flags, Rick, Mahogany Homes (novice), Shoe box, Wooden bed and Bedroom.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Teak cargo hold, Bronze cannon and Wooden shaving stand.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Oak dining bench and Oak dining table.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Teak hull & hull parts and Wooden shelves 3.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Pottery wheel, Spinning wheel and Small oven.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Keg, Maid, Oak clock, Tool store 2, Crafting table 2 and Hall (skill trophies).		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Teak mast and canvas sails, Maximum rooms: 25, Rope bell pull, Greenman's Ale barrel and Oak armchair.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Recolour sails, STASH units (easy), Oak staircase, Trophy pedestal, Oak chest of drawers, Pump and tub and League hall.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Iron cannon, Suit of Armour, Trailblazer rug, Rug (League hall) and Deadman rug.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Anchor, Oak shaving stand, Oak bookcase and Large oven.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Cook, Chambers of Xeric - Small storage unit, Repair Piscarilius fishing cranes, Willow tree, Hoop-and-stick game, Banner stand, Oak bed, Games room and more.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Loom, Carved oak dining bench and Carved oak dining table.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Steel keel, Maximum rooms: 26, Boxing ring, Trailblazer globe, League statue, Oak kitchen table, Oak workbench and Combat room.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Cushioned cat basket, Oak larder and Stone fireplace.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Salvaging station, Oak prize chest, Boxing glove rack, Oak outfit stand, Oak shelves 1, Large oak bed, Steel range and Crafting table 3.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Fire of Nourishment, Fire of Eternal Light, Small portrait, Tool store 3, Teak armchair, Whetstone and Hall (quest trophies).		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Teak wall decoration, Oak mounted fish display, Oak trophy case and Dragon Bitter barrel.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Pottery oven, Oak pet feeder, Teak bell pull, Grassland pet habitat, Lesser magical balance, Oak dresser, Oak pet house (3 pets), Menagerie and more.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Maximum rooms: 27, Pet list (for one-off pets), Small map, Teak mounted head display, Teak dining bench and Teak dining table.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Steel cannon, Oak pet scratching post, Clay attack stone, Jester game and Oak wardrobe (bedroom).		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Butler, Tip jar, S.T.A.S.H chart, Opulent curtains, Oak lectern, Mahogany bookcase, Teak bed and Study.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Mahogany cargo hold, Mahogany hull & hull parts, Fencing ring, Rune display cases, Globe and Shield easel.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: STASH units (medium), Crystal ball, Mounted sword, Oak wardrobe (costume room), Crafting table 4, Fancy range and Costume room.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Anvil, Alchemical chart and Teak larder.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Maximum rooms: 28, Teak prize chest, Weapons rack, Small landscape, Oak telescope, Tool store 4, Oak fancy dress box, Carved teak dining bench and more.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Icon of Gnome Child, Steel torches (chapel), Oak altar, Maple tree, Oak shelves 2, Large teak bed, Carved teak dining table, Chapel and more.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Teak dresser, Oak armour case and Steel framed workbench.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Mounted Mythical Cape, Mounted Cape of Legends, Mounted Amulet of Glory, Mounted Anti-Dragon Shield, Oak demon lectern, Oak eagle lectern, Gold Sink, Sink and more.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Symbol of Zamorak, Symbol of Guthix, Symbol of Saradomin, Combat dummy, Leagues accomplishment scroll, Teak pet house (5 pets), Oak treasure chest, Chef's Delight barrel and more.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Teleport focus, Teak pet scratching post, Shuttered chapel window, Small chapel statue, Chapel windchimes, Wooden torches (chapel) and Treasure hunt fairy house.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Teleport focus, Teak portal frame, Teak altar, Ornamental globe, Oak toy box, Mahogany armchair, Use the Advertisement noticeboard, Portal chamber and more.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Combat ring, Teak chest of drawers and Carved oak wardrobe (costume room).		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Adamant salvaging hook, Teak kitchen table, Mahogany dining bench and Mahogany dining table.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Camphor cargo hold, Steel candlesticks, Combat dummy (Undead and Slayer) and Mahogany four-poster bed.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Elemental sphere, Mahogany prize chest, Extra weapons rack, Dartboard and Oak cape rack.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: STASH units (hard), Boundary stones, Large portrait, Teak clock, Tool store 5, Armour stand and Formal garden.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Furnance, Hallowed Sepulchre - Repair bridge, Cloth-covered teak altar, Thorny hedge, Teak mounted fish display, Gilded mahogany wall decoration, Fancy teak dresser, Teak shelves 1 and		lvl_up_msg	Transcript of Construction	Transcript of Construction
more.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Gold candlesticks, Desert pet habitat, Medium balance, Teak demon lectern and Teak eagle lectern.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Chapel bells, Ornate combat dummy (Undead and Slayer), Mahogany mounted head display, Medium map and Servant's money bag.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Icon of Zamorak, Icon of Guthix, Icon of Saradomin, Wooden fence, Hangman game, Limestone attack stone, Lunar globe, Mahogany pet house (7 pets) and more.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Cloth-covered mahogany altar, Yew tree, Nice hedge, Spice Rack, Teak wardrobe (costume room), Gilded mahogany four-poster bed, Oak throne, Throne room and more.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Adamant cannon, Advanced chum station, Linen trawling net, Oak incense burners, Throne room floor decoration and Gilded mahogany dining bench.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Fathom stone, Adamant keel, Maximum rooms: 31, Teak fancy dress box and Workbench with vice.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Stone wall, Simple pet arena, Astronomical chart, Teak wardrobe (bedroom), Teak cape rack and Marble fireplace.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Limestone altar, Small box hedge, Mounted giant blue krill, Ornate trophy pedestal,  Teak telescope, Mahogany dresser and Teak armour case.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Zen theme, Restoration pool, Gazebo, Large landscape, Opulent rug (League hall), Opulent rug, Superior garden, Oubliette and more.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Teak garden bench, Rosemary, Sunflower, Round wall-mounted shield, Ornate banner stand, Mounted Harpoonfish, Teak treasure chest, Banner easel and more.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Crystal extractor, Limestone spiral staircase, Polar pet habitat, Iron railings, Mahogany demon lectern, Mahogany eagle lectern, Teak shelves 2 and Teak throne.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Oak lever, Oak oubliette ladder, Steel cage, Topiary hedge, Mounted golden haddock, Ornate league statue, Celestial globe, Teak toy box and more.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build: Marble incense burners, Decorative chapel window, Chapel organ, Medium chapel statue, Carved teak wardrobe (costume room)		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Mahogany Homes (expert), Marble altar, Skeleton guard, Oak and steel cage, Revitalisation pool, Dungeon entrance, Consecrated pet house (9 pets), Dungeon and more.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build: Icon of Bob the Cat, Tentacle pool, Small fountain, Picket fence, Daffodils, Marigolds and Ranging pedestals.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Spike trap, Fancy hedge, Mounted Xeric's Talisman, Decorative dungeon bloodstain, Dungeon candles, Mahogany cape rack, Gilded mahogany and marble table, Portal nexus and more.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Cotton trawling net, Advanced pet arena and Raging Echoes rug.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You have unlocked: Maximum rooms 33, Guard dog, Oak dungeon door, Large trapdoor, Mounted orangefin, Mahogany outfit stand, Gilded Mahogany dresser, Mahogany throne and more.		lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build: Redwood fence, Garden fence, Large fountain, Spirit tree, Otherworldly theme, Magic tree, Mahogany wardrobe (bedroom), Treasure room and more.		lvl_up_msg	Transcript of Construction	Transcript of Construction
